transaction_id,amount,payment_method,merchant_category,transaction_hour,is_weekend,customer_age_days,customer_avg_amount,amount_deviation,transactions_last_10min,transactions_last_1h,transactions_last_24h,device_age_days,device_transaction_count,location_distance_km,ip_risk_score,failed_attempts_24h,previous_fraud_count,chargeback_history,account_velocity_score,fraud
TX_056607,1589.7,UPI,Electronics,7,1,289,1712.57,0.93,1,5,12,1228,22,170.62,0.355,1,0,0,0.358,0
TX_056608,2358.16,CARD,Grocery,13,0,14,241.4,9.73,1,3,11,1383,18,16.05,0.162,0,0,0,0.167,0
TX_056609,1110.41,UPI,Services,9,0,1857,272.42,4.06,0,6,13,116,22,14.75,0.182,1,0,0,0.337,0
TX_056610,1399.82,NETBANKING,Fashion,2,0,92,273.48,5.1,2,8,16,852,16,27.41,0.322,0,0,0,0.269,0
TX_056611,187.39,UPI,Travel,15,0,1044,1521.53,0.12,1,6,12,197,14,111.1,0.203,0,0,0,0.316,0
TX_056612,3059.76,CARD,Services,1,1,604,4769.38,0.64,0,3,18,1323,24,40.53,0.141,1,0,0,0.099,0
TX_056613,819.61,CARD,Travel,5,1,530,318.65,2.56,2,8,16,631,22,68.87,0.59,0,0,0,0.472,0
TX_056614,713.06,CARD,Travel,3,1,843,688.44,1.03,2,4,10,1370,24,40.46,0.175,0,0,0,0.509,0
TX_056615,7606.88,UPI,Gaming,18,0,1022,1257.94,6.04,2,5,14,176,20,165.41,0.115,0,0,0,0.358,0
TX_056616,73.05,UPI,Gaming,21,0,1495,441.74,0.16,1,5,12,1145,17,72.71,0.182,0,1,0,0.161,0
TX_056617,1206.27,NETBANKING,Gaming,17,0,1595,547.81,2.2,0,4,16,303,25,16.3,0.195,0,0,0,0.606,0
TX_056618,116.76,WALLET,Grocery,19,1,1545,169.53,0.68,2,4,12,789,15,75.14,0.172,0,0,0,0.276,0
TX_056619,1539.94,NETBANKING,Travel,7,0,1938,879.95,1.75,2,5,15,429,23,141.45,0.081,0,0,0,0.042,0
TX_056620,545.05,UPI,Services,0,1,786,1442.23,0.38,3,4,12,69,20,6.16,0.292,0,0,1,0.303,0
TX_056621,58.31,UPI,Grocery,4,0,1677,1892.85,0.03,1,3,11,1235,25,0.59,0.144,0,0,0,0.313,0
TX_056622,3258.85,UPI,Food,15,0,1814,1837.45,1.77,2,5,16,384,15,138.68,0.085,0,0,0,0.651,0
TX_056623,301.94,CARD,Grocery,0,0,1757,508.02,0.59,1,3,8,203,22,119.71,0.164,0,0,0,0.201,0
TX_056624,2832.0,CARD,Travel,8,0,1500,253.73,11.12,2,8,15,57,12,55.43,0.216,0,0,0,0.244,0
TX_056625,413.78,UPI,Food,14,1,1013,3465.36,0.12,0,3,12,427,17,15.3,0.313,0,0,0,0.077,0
TX_056626,689.33,NETBANKING,Food,6,0,1018,361.14,1.9,2,7,16,73,21,90.0,0.035,0,0,0,0.384,0
TX_056627,111.77,UPI,Grocery,3,1,1404,634.62,0.18,3,4,13,789,23,147.95,0.262,0,0,0,0.418,0
TX_056628,1676.8,UPI,Travel,17,0,1314,556.88,3.01,1,4,12,104,19,11.8,0.184,0,0,0,0.096,0
TX_056629,617.74,UPI,Fashion,23,1,173,2255.23,0.27,2,5,15,623,19,36.39,0.103,1,0,0,0.18,0
TX_056630,760.09,NETBANKING,Travel,8,0,896,1357.03,0.56,0,0,9,268,17,48.39,0.895,5,1,0,0.893,1
TX_056631,997.22,NETBANKING,Travel,14,0,316,1995.04,0.5,1,3,11,506,18,30.29,0.142,1,0,0,0.218,0
TX_056632,211.03,UPI,Electronics,23,1,1588,618.87,0.34,3,7,18,270,22,68.68,0.153,0,0,0,0.311,0
TX_056633,2188.79,UPI,Fashion,21,0,182,211.25,10.31,1,6,12,579,14,242.73,0.321,0,0,0,0.058,0
TX_056634,624.22,CARD,Travel,9,0,996,407.78,1.53,0,5,17,634,20,1814.0,0.063,0,0,0,0.815,1
TX_056635,10885.61,CARD,Fashion,11,1,1769,3084.39,3.53,0,4,11,1329,21,129.25,0.143,2,0,0,0.307,0
TX_056636,678.85,WALLET,Grocery,20,0,226,431.99,1.57,0,2,14,285,25,28.46,0.296,1,0,0,0.177,0
TX_056637,742.8,UPI,Services,6,0,1371,764.08,0.97,2,9,22,301,21,17.98,0.03,1,0,0,0.013,0
TX_056638,282.43,UPI,Fashion,19,1,959,1084.29,0.26,2,3,12,891,20,49.12,0.148,2,1,0,0.246,0
TX_056639,218.41,CARD,Services,12,0,1095,331.53,0.66,0,2,10,732,16,92.81,0.258,0,1,0,0.301,0
TX_056640,2637.76,UPI,Gaming,21,1,1208,366.45,7.18,5,7,18,1257,12,4.61,0.178,0,0,0,0.102,0
TX_056641,3168.91,UPI,Gaming,0,0,1564,294.66,10.72,0,2,9,722,14,114.83,0.042,0,0,0,0.147,0
TX_056642,623.03,UPI,Fashion,5,0,702,1750.61,0.36,1,5,10,876,26,38.25,0.222,1,0,0,0.204,0
TX_056643,1238.09,UPI,Fashion,10,0,594,394.73,3.13,1,2,5,591,20,78.05,0.334,1,0,0,0.305,0
TX_056644,3796.62,UPI,Gaming,4,0,739,886.88,4.28,3,6,17,1308,23,2.47,0.298,0,0,1,0.17,0
TX_056645,1464.79,WALLET,Services,3,0,125,2154.31,0.68,1,5,10,514,14,15.68,0.074,1,0,0,0.347,0
TX_056646,1780.8,UPI,Food,5,0,1700,676.23,2.63,1,2,12,254,18,33.93,0.287,0,0,0,0.099,0
TX_056647,1196.63,CARD,Grocery,7,1,1538,883.11,1.35,2,3,9,181,20,117.25,0.284,1,0,0,0.267,0
TX_056648,571.05,UPI,Electronics,7,0,1643,1053.89,0.54,1,4,14,1211,21,6.99,0.048,0,0,0,0.376,0
TX_056649,1612.36,UPI,Electronics,2,1,528,627.12,2.57,0,2,12,278,17,2326.35,0.133,1,1,0,0.673,1
TX_056650,7078.02,UPI,Services,12,0,786,1026.98,6.89,2,3,10,1144,24,9.02,0.29,1,0,0,0.091,0
TX_056651,651.7,NETBANKING,Electronics,5,0,1551,1029.52,0.63,2,3,8,624,21,92.9,0.067,0,0,0,0.228,0
TX_056652,2610.94,UPI,Fashion,20,0,586,777.56,3.35,2,4,7,873,18,184.01,0.299,0,0,0,0.438,0
TX_056653,1314.7,WALLET,Grocery,21,0,313,576.67,2.28,2,4,11,1124,13,295.38,0.13,2,0,0,0.198,0
TX_056654,608.02,UPI,Travel,14,0,935,449.19,1.35,1,3,8,1267,29,47.82,0.025,1,0,0,0.563,0
TX_056655,2684.58,UPI,Gaming,19,0,1856,603.83,4.44,1,4,13,1393,19,115.96,0.034,1,0,0,0.097,0
TX_056656,2389.87,NETBANKING,Gaming,23,0,1421,375.66,6.34,2,8,15,800,14,217.2,0.106,1,0,0,0.282,0
TX_056657,1959.4,WALLET,Travel,1,0,118,592.74,3.3,0,4,10,797,13,50.26,0.238,0,0,0,0.101,0
TX_056658,6301.96,UPI,Gaming,4,1,803,603.34,10.43,2,6,15,962,22,82.95,0.472,0,0,0,0.769,0
TX_056659,6874.31,CARD,Fashion,0,0,1434,229.85,29.78,2,5,11,109,15,2.71,0.374,0,0,1,0.234,0
TX_056660,1157.44,CARD,Fashion,19,1,585,524.13,2.2,2,8,15,62,16,63.6,0.323,1,0,0,0.223,0
TX_056661,986.23,UPI,Food,6,0,1318,334.64,2.94,0,5,10,608,19,5.74,0.151,0,0,0,0.386,0
TX_056662,263.12,CARD,Grocery,10,0,396,336.91,0.78,2,4,14,736,23,93.73,0.297,2,0,0,0.09,0
TX_056663,5080.69,WALLET,Travel,9,0,1093,657.88,7.71,2,8,18,133,18,18.13,0.051,0,0,0,0.136,0
TX_056664,1019.4,UPI,Electronics,21,0,1887,1025.37,0.99,4,5,11,256,22,81.31,0.186,0,0,0,0.186,0
TX_056665,596.55,UPI,Gaming,17,0,1277,452.63,1.32,2,5,16,158,18,332.43,0.318,0,0,0,0.583,0
TX_056666,431.2,NETBANKING,Services,23,0,723,810.56,0.53,1,4,8,1331,21,13.66,0.18,0,0,0,0.045,0
TX_056667,428.14,CARD,Electronics,18,0,1427,380.2,1.12,1,4,10,625,22,24.6,0.085,2,0,0,0.295,0
TX_056668,6365.95,CARD,Services,12,0,896,128.45,49.18,2,6,15,300,18,36.83,0.177,0,0,0,0.232,0
TX_056669,2692.64,UPI,Grocery,14,1,957,988.54,2.72,0,4,12,476,27,118.63,0.165,1,0,0,0.407,0
TX_056670,247.65,NETBANKING,Fashion,22,0,1103,845.73,0.29,3,4,11,682,20,0.76,0.048,0,0,0,0.44,0
TX_056671,257.87,NETBANKING,Electronics,17,0,946,671.71,0.38,1,5,11,1363,29,4.67,0.645,0,0,0,0.236,0
TX_056672,1238.76,UPI,Services,7,0,1840,867.97,1.43,0,5,16,1236,18,21.26,0.256,0,0,0,0.471,0
TX_056673,396.84,CARD,Gaming,11,0,1060,131.49,3.0,0,2,8,736,17,97.35,0.06,0,0,0,0.528,0
TX_056674,852.3,UPI,Fashion,19,1,1332,1865.24,0.46,1,7,16,815,19,120.29,0.269,0,0,0,0.139,0
TX_056675,5182.39,NETBANKING,Electronics,9,0,1429,1294.27,4.0,2,4,16,713,17,75.39,0.165,1,0,0,0.044,0
TX_056676,3195.24,UPI,Food,23,0,1050,155.93,20.36,2,9,19,1260,17,50.34,0.28,2,0,0,0.302,0
TX_056677,198.07,UPI,Fashion,2,0,544,1101.83,0.18,2,7,17,248,20,24.26,0.084,1,0,0,0.148,0
TX_056678,398.97,CARD,Travel,10,0,890,501.88,0.79,0,3,12,1185,25,51.85,0.083,1,0,0,0.246,0
TX_056679,1402.06,UPI,Travel,1,0,1098,898.4,1.56,1,5,18,560,20,89.76,0.366,2,0,0,0.183,0
TX_056680,3394.01,NETBANKING,Gaming,14,0,1482,641.51,5.28,1,3,8,959,19,109.11,0.25,0,0,0,0.118,0
TX_056681,482.09,NETBANKING,Gaming,16,0,30,2935.24,0.16,1,4,15,266,21,196.9,0.071,0,0,0,0.615,0
TX_056682,1585.3,UPI,Food,12,1,1326,102.37,15.34,0,1,7,1354,19,201.82,0.21,0,0,0,0.407,0
TX_056683,695.81,UPI,Food,4,0,14,1675.63,0.42,2,3,5,946,18,3.92,0.311,0,0,0,0.29,0
TX_056684,6323.72,CARD,Grocery,5,1,560,371.67,16.97,0,3,11,1183,22,239.04,0.187,0,0,0,0.154,0
TX_056685,2043.49,NETBANKING,Fashion,9,0,962,148.72,13.65,3,4,8,960,21,26.31,0.109,0,0,0,0.766,0
TX_056686,903.92,UPI,Grocery,0,0,339,320.79,2.81,0,6,14,434,23,63.37,0.179,0,0,0,0.375,0
TX_056687,246.0,NETBANKING,Services,2,1,396,893.64,0.27,1,3,12,1396,26,29.92,0.112,0,0,0,0.324,0
TX_056688,379.38,UPI,Gaming,21,0,1912,322.66,1.17,2,4,11,1231,32,19.01,0.265,0,0,0,0.02,0
TX_056689,87.77,CARD,Fashion,18,0,1485,1107.59,0.08,7,10,19,775,31,3.83,0.294,1,0,0,0.157,0
TX_056690,1439.78,CARD,Food,20,0,1006,669.84,2.15,3,6,13,863,21,7.86,0.059,1,0,0,0.543,0
TX_056691,2134.6,UPI,Food,6,0,1634,404.59,5.26,1,5,14,1363,15,0.42,0.255,2,0,0,0.449,0
TX_056692,2244.99,WALLET,Services,6,0,891,183.81,12.15,5,12,23,182,26,13.87,0.054,2,0,0,0.476,0
TX_056693,593.48,NETBANKING,Services,15,0,366,1743.84,0.34,3,5,16,524,24,102.2,0.122,0,0,0,0.318,0
TX_056694,3944.49,UPI,Gaming,0,0,1042,437.58,8.99,4,7,14,925,20,2.42,0.144,0,1,0,0.291,0
TX_056695,5343.09,CARD,Grocery,4,0,1825,203.27,26.16,0,6,10,29,23,29.09,0.366,1,0,0,0.077,0
TX_056696,563.76,NETBANKING,Gaming,18,1,1557,346.57,1.62,2,5,19,177,24,16.37,0.292,0,0,0,0.279,0
TX_056697,3574.25,NETBANKING,Travel,6,0,1040,778.66,4.58,1,4,14,101,16,5.36,0.217,1,0,0,0.353,0
TX_056698,1261.25,UPI,Services,5,0,1023,399.94,3.15,2,6,13,705,18,14.04,0.037,0,0,0,0.313,0
TX_056699,647.58,CARD,Food,18,1,540,779.1,0.83,1,2,10,996,22,11.79,0.283,1,0,0,0.241,0
TX_056700,3756.32,CARD,Food,11,0,359,311.84,12.01,2,4,7,161,18,50.44,0.222,0,1,0,0.366,0
TX_056701,328.15,CARD,Gaming,2,1,664,224.0,1.46,0,1,7,211,22,35.09,0.218,2,0,0,0.071,0
TX_056702,248.4,CARD,Grocery,7,1,174,1212.71,0.2,2,5,11,299,19,119.76,0.378,0,0,0,0.277,0
TX_056703,737.89,UPI,Gaming,1,1,43,221.55,3.32,1,4,12,1099,27,90.24,0.209,1,0,0,0.514,0
TX_056704,872.59,CARD,Fashion,16,0,115,293.11,2.97,1,3,12,10,17,77.48,0.053,0,0,0,0.195,0
TX_056705,212.02,CARD,Travel,5,0,1486,826.83,0.26,2,2,10,613,19,36.36,0.215,2,0,0,0.355,0
TX_056706,1791.24,CARD,Services,20,0,1661,173.87,10.24,0,1,6,1048,15,79.83,0.065,0,0,0,0.04,0
TX_056707,502.45,CARD,Travel,1,1,1685,898.02,0.56,1,3,11,662,17,79.5,0.112,2,0,0,0.147,0
TX_056708,296.09,UPI,Grocery,5,0,1636,436.96,0.68,2,5,14,902,17,189.5,0.302,1,0,0,0.125,0
TX_056709,2099.96,UPI,Services,10,1,1203,1163.99,1.8,0,4,10,203,16,8.05,0.333,0,0,1,0.581,0
TX_056710,713.79,UPI,Services,21,0,416,889.97,0.8,1,7,13,997,27,205.05,0.142,3,0,0,0.205,0
TX_056711,3157.6,CARD,Fashion,7,0,767,861.4,3.66,1,6,18,1011,18,41.83,0.096,0,0,0,0.348,0
TX_056712,1735.83,CARD,Electronics,22,0,1455,270.32,6.4,2,5,15,302,25,82.27,0.182,0,0,0,0.413,0
TX_056713,899.69,CARD,Gaming,16,0,1460,1035.57,0.87,3,7,10,1360,12,47.25,0.854,2,0,0,0.732,1
TX_056714,3287.8,CARD,Electronics,18,1,1895,467.96,7.01,0,5,13,1172,23,127.42,0.103,0,0,0,0.052,0
TX_056715,1669.65,UPI,Fashion,22,0,977,281.34,5.91,1,6,12,1279,29,159.55,0.383,1,0,0,0.372,0
TX_056716,1075.21,UPI,Services,17,0,703,486.16,2.21,4,6,13,2,4,253.81,0.153,2,0,0,0.736,1
TX_056717,1829.35,UPI,Food,9,0,260,145.81,12.46,3,8,22,1231,18,114.89,0.271,1,0,0,0.307,0
TX_056718,1889.86,UPI,Electronics,15,0,719,267.15,7.05,1,6,13,1496,23,178.14,0.218,1,0,1,0.417,0
TX_056719,367.09,UPI,Travel,16,1,1489,329.36,1.11,0,3,11,1497,17,240.17,0.169,0,0,0,0.363,0
TX_056720,11593.37,CARD,Travel,1,0,1104,1128.98,10.26,0,1,9,1437,19,45.94,0.245,0,0,0,0.061,0
TX_056721,1173.38,UPI,Grocery,23,1,1642,198.49,5.88,2,6,14,759,30,62.64,0.365,0,0,0,0.214,0
TX_056722,1197.08,UPI,Travel,4,1,483,1009.78,1.18,2,7,12,861,22,18.69,0.09,1,0,0,0.326,0
TX_056723,189.21,WALLET,Electronics,6,0,842,307.41,0.61,3,4,15,11,22,61.67,0.188,2,0,0,0.479,0
TX_056724,1247.05,UPI,Food,6,0,384,1729.68,0.72,1,5,15,1185,15,13.7,0.281,0,0,0,0.457,0
TX_056725,1302.2,NETBANKING,Services,20,0,676,671.33,1.94,1,4,13,592,19,5.93,0.324,0,0,0,0.036,0
TX_056726,347.3,UPI,Fashion,7,1,1692,504.64,0.69,4,7,15,509,14,3.61,0.303,0,0,1,0.649,0
TX_056727,387.78,CARD,Grocery,14,0,1606,436.33,0.89,5,9,22,106,24,145.37,0.395,0,0,0,0.357,0
TX_056728,446.17,CARD,Grocery,14,0,738,717.51,0.62,2,5,12,529,22,94.54,0.417,0,1,0,0.056,0
TX_056729,816.4,NETBANKING,Travel,20,1,1781,1780.9,0.46,1,5,13,1105,18,43.2,0.481,0,0,1,0.161,0
TX_056730,1357.36,WALLET,Fashion,1,0,1029,325.59,4.16,2,5,13,994,23,138.4,0.274,0,0,0,0.164,0
TX_056731,877.45,CARD,Fashion,2,0,1065,1278.0,0.69,5,7,13,208,19,45.83,0.24,0,0,0,0.391,0
TX_056732,1484.38,CARD,Grocery,19,1,919,278.19,5.32,1,2,9,624,19,115.07,0.513,0,0,0,0.195,0
TX_056733,2154.42,UPI,Travel,7,1,1252,315.79,6.8,4,8,13,676,31,145.04,0.1,0,0,0,0.103,0
TX_056734,1887.27,CARD,Travel,12,0,736,1056.75,1.78,1,5,14,1372,22,3.71,0.087,1,0,0,0.385,0
TX_056735,1578.3,CARD,Gaming,18,0,1436,205.98,7.63,1,2,10,27,19,3.16,0.239,1,0,0,0.423,0
TX_056736,1459.26,WALLET,Fashion,17,0,610,164.34,8.83,3,3,7,1384,21,8.27,0.228,0,1,0,0.299,0
TX_056737,1464.38,UPI,Fashion,11,0,972,565.49,2.59,1,4,15,1305,25,102.01,0.196,2,0,0,0.584,0
TX_056738,946.94,NETBANKING,Travel,23,0,1109,171.57,5.49,0,4,11,736,18,725.46,0.084,0,0,0,0.206,0
TX_056739,566.89,NETBANKING,Travel,8,0,1318,979.87,0.58,2,5,16,1456,12,128.97,0.072,1,0,0,0.286,0
TX_056740,999.08,UPI,Travel,20,1,80,1416.47,0.7,0,2,12,1322,21,218.58,0.121,0,0,0,0.238,0
TX_056741,2107.28,UPI,Grocery,18,1,236,344.33,6.1,7,19,31,990,20,34.42,0.08,0,3,0,0.732,1
TX_056742,2095.37,WALLET,Travel,23,0,1764,425.08,4.92,2,5,17,587,26,98.29,0.353,1,0,0,0.142,0
TX_056743,1822.33,UPI,Grocery,20,1,1722,321.06,5.66,0,3,13,970,20,152.95,0.206,0,0,0,0.178,0
TX_056744,681.84,UPI,Services,14,0,918,923.87,0.74,1,4,14,277,16,101.5,0.392,1,0,0,0.171,0
TX_056745,883.19,NETBANKING,Gaming,20,1,1705,312.66,2.82,2,3,8,926,16,8.48,0.266,0,0,0,0.457,0
TX_056746,886.57,NETBANKING,Gaming,13,1,810,528.07,1.68,1,6,14,346,21,174.58,0.474,0,0,0,0.627,0
TX_056747,597.61,CARD,Food,18,0,1715,433.52,1.38,2,2,7,1370,20,62.41,0.114,1,0,0,0.296,0
TX_056748,2681.01,NETBANKING,Grocery,16,0,1220,262.1,10.19,0,1,8,1048,16,300.34,0.229,0,0,0,0.516,0
TX_056749,174.06,CARD,Services,21,0,1718,864.63,0.2,2,9,18,1154,22,84.64,0.205,0,0,1,0.698,0
TX_056750,8283.39,UPI,Grocery,4,0,1917,2380.87,3.48,2,4,8,458,22,39.14,0.291,1,0,0,0.298,0
TX_056751,8724.44,UPI,Food,7,0,169,1768.4,4.93,4,4,11,1166,14,164.4,0.337,0,0,0,0.392,0
TX_056752,1152.87,UPI,Electronics,1,1,1484,275.95,4.16,1,6,13,571,27,54.04,0.038,0,0,0,0.674,0
TX_056753,1644.52,UPI,Grocery,7,1,1300,545.03,3.01,3,6,14,681,27,45.92,0.008,1,0,0,0.245,0
TX_056754,2563.59,UPI,Services,4,0,314,1448.39,1.77,3,9,21,1415,21,105.17,0.214,1,0,0,0.065,0
TX_056755,513.92,WALLET,Food,11,0,440,393.27,1.3,1,2,11,529,23,2.35,0.139,0,0,0,0.416,0
TX_056756,1934.5,UPI,Grocery,12,0,1353,1010.56,1.91,1,7,12,963,16,32.29,0.165,0,0,0,0.213,0
TX_056757,4101.3,CARD,Fashion,23,0,1244,3441.4,1.19,2,2,9,260,19,94.19,0.19,0,0,0,0.186,0
TX_056758,180.78,NETBANKING,Travel,15,0,287,322.14,0.56,1,7,12,273,18,80.2,0.334,1,1,0,0.185,0
TX_056759,259.65,NETBANKING,Food,21,0,1006,1265.59,0.2,2,6,13,1159,17,88.21,0.074,0,0,0,0.285,0
TX_056760,2322.03,CARD,Electronics,22,0,1273,278.58,8.31,2,8,14,420,20,55.48,0.182,0,0,0,0.166,0
TX_056761,837.08,WALLET,Fashion,17,0,1228,965.02,0.87,1,6,14,902,14,313.63,0.289,1,0,0,0.357,0
TX_056762,745.0,UPI,Fashion,6,1,1422,1143.57,0.65,0,4,14,648,25,55.21,0.161,1,0,1,0.518,0
TX_056763,790.63,NETBANKING,Services,11,0,1574,809.22,0.98,4,5,15,1367,17,215.62,0.114,0,0,0,0.249,0
TX_056764,355.32,UPI,Travel,16,1,1883,502.4,0.71,1,4,13,483,17,72.6,0.15,2,0,0,0.23,0
TX_056765,727.64,CARD,Grocery,23,1,1997,1472.81,0.49,0,0,7,1219,13,23.42,0.112,2,0,0,0.193,0
TX_056766,292.85,UPI,Services,22,1,471,757.73,0.39,0,1,10,1169,27,34.82,0.223,0,0,0,0.186,0
TX_056767,4059.12,CARD,Fashion,19,0,434,685.78,5.91,3,9,18,739,13,38.65,0.032,0,0,0,0.173,0
TX_056768,1252.96,CARD,Gaming,16,0,1797,495.01,2.53,2,4,14,1087,20,54.57,0.2,0,0,0,0.458,0
TX_056769,1219.93,NETBANKING,Grocery,3,0,195,513.25,2.37,0,3,12,798,29,56.09,0.303,1,0,0,0.449,0
TX_056770,2135.9,UPI,Fashion,5,1,914,340.92,6.25,1,3,9,972,20,40.28,0.087,1,0,0,0.246,0
TX_056771,17858.11,UPI,Electronics,22,0,281,949.5,18.79,2,3,10,1077,18,77.41,0.278,1,0,0,0.208,0
TX_056772,382.8,UPI,Gaming,16,0,74,607.64,0.63,0,7,22,887,27,135.2,0.342,1,0,0,0.196,0
TX_056773,173.78,CARD,Services,21,1,1558,1101.29,0.16,3,8,19,595,20,17.33,0.086,0,0,0,0.5,0
TX_056774,1063.49,WALLET,Gaming,22,0,63,757.9,1.4,3,5,9,1391,22,146.35,0.162,1,0,0,0.44,0
TX_056775,176.49,NETBANKING,Fashion,16,0,217,1247.56,0.14,1,3,11,1071,18,100.29,0.306,0,0,1,0.183,0
TX_056776,781.6,CARD,Travel,17,0,1727,633.12,1.23,1,6,17,1251,22,28.49,0.152,2,0,0,0.169,0
TX_056777,2629.34,NETBANKING,Grocery,11,0,31,256.46,10.21,0,4,18,141,23,199.08,0.285,1,0,0,0.326,0
TX_056778,5054.29,UPI,Gaming,9,0,1806,783.26,6.44,2,3,11,1360,11,0.2,0.073,0,0,0,0.15,0
TX_056779,229.12,CARD,Services,2,0,659,1229.07,0.19,2,4,12,530,24,48.02,0.155,2,0,0,0.412,0
TX_056780,426.98,UPI,Gaming,15,0,495,285.43,1.49,0,4,15,1488,17,18.35,0.065,2,0,0,0.501,0
TX_056781,1577.28,UPI,Gaming,16,0,77,1518.23,1.04,0,2,11,1047,21,0.38,0.143,1,0,0,0.426,0
TX_056782,2330.79,UPI,Fashion,8,1,320,529.78,4.39,1,3,11,35,19,95.07,0.145,0,0,0,0.072,0
TX_056783,2467.12,UPI,Grocery,20,0,1982,448.23,5.49,0,0,10,671,24,64.18,0.067,0,0,0,0.186,0
TX_056784,4793.98,UPI,Travel,3,1,1431,390.84,12.23,1,3,16,532,30,31.49,0.028,0,0,0,0.148,0
TX_056785,2272.42,WALLET,Electronics,19,0,1942,812.64,2.79,1,3,11,628,10,102.32,0.097,0,0,0,0.375,0
TX_056786,972.75,NETBANKING,Services,14,1,19,202.53,4.78,0,2,8,611,27,170.26,0.331,0,0,0,0.097,0
TX_056787,3171.57,CARD,Electronics,12,0,1651,353.35,8.95,1,4,10,262,24,147.04,0.262,2,0,0,0.23,0
TX_056788,1175.92,UPI,Gaming,4,0,679,1909.69,0.62,0,4,14,324,13,2.2,0.632,0,0,0,0.261,0
TX_056789,1443.34,UPI,Electronics,20,0,235,1681.35,0.86,4,5,10,29,20,35.57,0.397,2,0,0,0.63,0
TX_056790,669.0,CARD,Fashion,1,0,1545,1732.23,0.39,3,8,15,219,19,90.06,0.047,4,0,0,0.151,0
TX_056791,1282.74,UPI,Food,20,0,335,1457.13,0.88,3,5,20,1009,29,92.3,0.15,0,0,0,0.049,0
TX_056792,214.94,UPI,Gaming,14,0,769,554.48,0.39,0,6,15,521,14,22.27,0.057,0,0,0,0.305,0
TX_056793,3086.3,NETBANKING,Services,14,1,855,200.08,15.35,0,2,13,566,14,112.06,0.248,0,1,0,0.226,0
TX_056794,399.76,UPI,Grocery,1,1,1693,662.6,0.6,1,2,16,271,13,70.16,0.105,0,1,0,0.093,0
TX_056795,451.21,UPI,Grocery,16,0,1124,800.25,0.56,1,3,7,1037,26,235.15,0.072,0,0,0,0.383,0
TX_056796,107.07,UPI,Food,22,1,1978,212.9,0.5,1,2,9,1131,23,8.69,0.131,1,0,0,0.206,0
TX_056797,481.79,UPI,Travel,15,0,1155,1253.1,0.38,0,5,12,1170,27,273.28,0.33,0,0,0,0.415,0
TX_056798,420.56,UPI,Food,2,1,771,487.71,0.86,1,2,17,1288,23,143.2,0.232,0,0,0,0.181,0
TX_056799,1362.78,UPI,Grocery,2,0,807,1426.06,0.95,1,4,16,1237,26,40.94,0.158,0,0,0,0.342,0
TX_056800,300.5,UPI,Travel,19,0,383,1427.04,0.21,3,6,11,926,23,185.07,0.431,1,0,0,0.191,0
TX_056801,703.41,UPI,Fashion,20,0,1281,216.51,3.23,2,5,8,1366,8,127.21,0.065,1,0,0,0.14,0
TX_056802,555.52,UPI,Grocery,18,0,1831,605.8,0.92,1,5,12,71,18,89.5,0.221,1,0,0,0.214,0
TX_056803,188.65,UPI,Electronics,11,1,163,3917.67,0.05,2,5,16,662,26,26.28,0.174,0,0,0,0.268,0
TX_056804,2868.26,UPI,Gaming,0,0,1088,476.49,6.01,3,6,11,7,24,331.9,0.813,5,1,0,0.818,1
TX_056805,880.74,UPI,Services,14,0,1344,3097.12,0.28,2,4,9,1430,28,18.45,0.169,0,0,0,0.28,0
TX_056806,1141.32,UPI,Food,14,0,1714,4227.88,0.27,1,3,11,109,16,0.78,0.094,2,0,0,0.115,0
TX_056807,2515.41,UPI,Services,23,0,1143,548.16,4.58,1,2,13,1159,13,28.02,0.45,1,0,0,0.499,0
TX_056808,1104.93,UPI,Food,19,0,822,1334.46,0.83,0,2,8,1433,23,47.2,0.237,1,0,0,0.488,0
TX_056809,786.06,CARD,Services,22,0,1807,688.3,1.14,4,10,23,1139,25,4.29,0.318,0,0,1,0.331,0
TX_056810,2758.98,CARD,Grocery,2,0,832,575.72,4.78,13,24,51,659,15,5.78,0.384,0,0,0,0.661,1
TX_056811,791.8,UPI,Food,9,1,390,1478.95,0.54,0,1,5,274,21,18.67,0.13,0,0,0,0.228,0
TX_056812,662.09,CARD,Gaming,13,0,1786,239.74,2.75,0,3,10,305,13,0.03,0.426,1,0,0,0.72,0
TX_056813,2142.14,UPI,Food,11,1,1734,322.1,6.63,0,2,5,836,19,186.25,0.179,0,0,0,0.205,0
TX_056814,502.69,UPI,Fashion,3,0,1650,1148.26,0.44,5,7,17,803,23,74.45,0.001,1,0,0,0.153,0
TX_056815,3523.58,UPI,Food,21,1,1385,2316.79,1.52,3,4,11,820,13,75.48,0.234,0,0,0,0.193,0
TX_056816,1287.42,UPI,Travel,1,1,356,496.22,2.59,0,3,10,659,22,39.42,0.159,0,0,1,0.131,0
TX_056817,5265.8,CARD,Services,1,1,500,460.24,11.42,2,4,16,1135,18,32.05,0.314,2,0,0,0.432,0
TX_056818,1032.87,NETBANKING,Travel,17,0,5,777.53,1.33,2,4,13,555,19,1.06,0.145,1,0,0,0.021,0
TX_056819,2830.65,CARD,Grocery,22,0,866,3844.84,0.74,4,6,16,1131,21,24.34,0.035,2,0,1,0.506,0
TX_056820,212.9,UPI,Services,20,0,1840,806.2,0.26,4,8,15,267,18,17.16,0.239,1,0,0,0.3,0
